,Character,Dialog,Season,Episode,Fix Name,Character_Fix,Length Dialog,Character_Keep
3,HOPPER,"(gently shoves Todd away,  with the empty meat  wrapper) Yeah, he’s a true psychopath. I  tracked him over two state lines.",3,5,True,HOPPER,123,Keep
3,HOPPER,Joyce is awkwardly playing along.,3,5,True,HOPPER,33,Keep
3,HOPPER,He’s agreed to -- lend us his  vehicle to transport our dangerous  criminal.,3,5,True,HOPPER,76,Keep
3,HOPPER,"Yeah. Uh, child murderer.",3,5,True,HOPPER,25,Keep
3,HOPPER,We should really get going.,3,5,True,HOPPER,27,Keep
3,HOPPER,Just call the station.,3,5,True,HOPPER,22,Keep
3,HOPPER,"Oooh, I like the sound of that,  Todd!",3,5,True,HOPPER,38,Keep
3,HOPPER,You’re doing the right thing.,3,5,True,HOPPER,29,Keep
3,HOPPER,"Come on, let’s go.",3,5,True,HOPPER,18,Keep
3,HOPPER,"Yeah, uh, he was.",3,5,True,HOPPER,17,Keep
3,HOPPER,"Jim Hopper, Joyce Byers, Smirnov.",3,5,True,HOPPER,33,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,I don’t know.,3,5,True,HOPPER,13,Keep
3,HOPPER,"Yeah, I know, I told you, -- OPEN ",3,5,True,HOPPER,34,Keep
3,HOPPER,"It’s all right, don’t worry. He’s a  little bit eccentric, but ...  completely harmless. MURRAY opens the door and COCKS HIS DOUBLE-BARREL SHOTGUN.",3,5,True,HOPPER,147,Keep
3,HOPPER,"How long is this going to take,  because I --",3,5,True,HOPPER,45,Keep
3,HOPPER,No. No? No.,3,5,True,HOPPER,11,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,What do you mean?,3,5,True,HOPPER,17,Keep
3,HOPPER,"Glass houses, Joyce. What?",3,5,True,HOPPER,26,Keep
3,HOPPER,"You know, pot calling the kettle  black.",3,5,True,HOPPER,40,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"No, no, no, no.",3,5,True,HOPPER,15,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Did you hear that? Hopper says nothing. He and Joyce walk toward the sound.  Hopper’s flashlight and revolver are leading the way - hand  over hand. An OVERHEAD LIGHT FLICKERS and PULSES as Hopper and Joyce  enter the room. Hopper shines his light toward the front  door. Nothing there. Hopper and Joyce continue walking toward the LOW REQUENCY HUM  and pass under another OVERHEAD LIGHT. It, too, PULSES in  synchronicity with the HUM. Hopper walks to the other side of  the room.",3,5,True,JOYCE,481,Keep
6,JOYCE,"It’s below us. Hopper lowers his flashlight and revolver and glances over to  Joyce. She notices A SOFT ORANGE LIGHT coming through slits  of the ventilation plate. The light BRIGHTENS with the hum  before dying out. The hum stops. It’s dark. Hopper and Joyce lift the Murphy bed, REVEALING A SECRET  STAIRCASE to the basement. Hopper pulls his revolver. Lakeridge #305 GRIGORI, on his MOTORCYCLE, SPEEDS PAST. Grigori drives past the mailbox and toward the house; making  no effort to be discreet. The basement is nothing like you’ve ever seen before. It’s  more like a high-tech staging area, but for what? As Hopper  and Joyce get to the bottom of the stairs, a CLANG draws them  in a different direction.",3,5,True,JOYCE,708,Keep
6,JOYCE,"Hopper! Joyce and Hopper look toward the thudding. GRIGORI walks across the room and to the stairs. He’s ARMED  WITH AN ASSAULT RIFLE. His heavy frame making the floor  boards creak. GRIGORI enters the bedroom and notices the secret staircase  uncovered. Grigori slowly comes down the stairs, alert and ready. MUFFLED VOICES draw Grigori over to where Alexei and the  Mechanic were moments ago. Grigori notices some movement on  the other side of the machine. The Mechanic is tied and  gagged. He’s trying to warn Grigori about --",3,5,True,JOYCE,530,Keep
6,JOYCE,"(holding Hopper’s  revolver) Hopper! Joyce throws Hopper’s gun to him, but it goes past - way past  - Hopper and slides to a stop beside Grigori! Hopper and  Joyce take off running, dodging bullets from Hopper’s own  gun.",3,5,True,JOYCE,221,Keep
6,JOYCE,Are you kidding me?,3,5,True,JOYCE,19,Keep
6,JOYCE,I’m trying!,3,5,True,JOYCE,11,Keep
6,JOYCE,"Okay, a magnet? Magnets? Do you  know magnet? Magnet? Mag-neet.",3,5,True,JOYCE,63,Keep
6,JOYCE,"Yes, magneet! Okay, so, magneet -- my fridge, my  ice-box, and then they -- Joyce drops the “magnets.”",3,5,True,JOYCE,102,Keep
6,JOYCE,"-- they fell. They demagnetized,  stopped working. Do you understand? Da.",3,5,True,JOYCE,73,Keep
6,JOYCE,"Okay, so is that because of the  machines that you’re working on?",3,5,True,JOYCE,65,Keep
6,JOYCE,"Machnina, machina, yes. (imitates a running  machine)",3,5,True,JOYCE,53,Keep
6,JOYCE,"Oh, not -- not the car. The  machines at Hess Farm where --  where we kidnapped you --",3,5,True,JOYCE,86,Keep
6,JOYCE,Hey! I am making progress. Progress? Yeah.,3,5,True,JOYCE,42,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Thought we knew, but now we know- know, because I’ve confirmed them.  You’re welcome.",3,5,True,JOYCE,85,Keep
6,JOYCE,"Yeah, duh! Do something useful. You do  something useful. Joyce tries to start the truck. It doesn’t turn over. It’s not working.",3,5,True,JOYCE,129,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,I thought this friend of yours  lived in Illinois.,3,5,True,JOYCE,50,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Okay, so this acquaintance lives in  Illinois? Correct? Alexei is now out front. Yeah.",3,5,True,JOYCE,86,Keep
6,JOYCE,So we’re walking to Illinois?,3,5,True,JOYCE,29,Keep
6,JOYCE,Then what are we doing? Lakeridge #305,3,5,True,JOYCE,38,Keep
6,JOYCE,Isn’t there someone in Indiana who  speaks Russian --,3,5,True,JOYCE,53,Keep
6,JOYCE,"Oh, my God, can you not walk so  close? What?",3,5,True,JOYCE,45,Keep
6,JOYCE,"Can you not walk so close to me,  you stink.",3,5,True,JOYCE,44,Keep
6,JOYCE,"Yeah, with me in it.",3,5,True,JOYCE,20,Keep
6,JOYCE,"Yeah, clearly. That’s why you  should have listened to Alexei.",3,5,True,JOYCE,62,Keep
6,JOYCE,"Yes, every man I talk to from now  on has to be my boyfriend. They stop walking to argue more -- Alexei keeps going.",3,5,True,JOYCE,116,Keep
6,JOYCE,"Oh, here we go. Hopper bends down, eye level with Joyce. Perfect example of  how NOT to talk to someone.",3,5,True,JOYCE,104,Keep
6,JOYCE,Whoa. What?,3,5,True,JOYCE,11,Keep
6,JOYCE,He’s running. Hopper glances over his shoulder to see Alexei awkwardly  running the opposite direction - still handcuffed.,3,5,True,JOYCE,122,Keep
6,JOYCE,"Oh, hey, Karen, it’s Joyce. I’m  just checking on Will. At the  movies? Hopper forces Alexei out the door of the shop. Alexei is  carrying -- with both hands -- a massive CHERRY SLURPEE.  Lakeridge #305",3,5,True,JOYCE,202,Keep
6,JOYCE,"As long as there’s a -- (she sees what’s happening  with Hopper) What is your name, sir?",3,5,True,JOYCE,88,Keep
6,JOYCE,"Hey, what’s going on? Ah - Detective Byers. This is Todd.",3,5,True,JOYCE,57,Keep
6,JOYCE,"Oh yes, he’s -- very dangerous --  forger-er-er. Lakeridge #305",3,5,True,JOYCE,63,Keep
6,JOYCE,Child murderer? Hopper gets in.,3,5,True,JOYCE,31,Keep
6,JOYCE,(off the look of Murray’s  ‘house’) I thought you said this guy was a  journalist.,3,5,True,JOYCE,82,Keep
6,JOYCE,Was? Hopper pushes the button on the intercom. Look at the camera.,3,5,True,JOYCE,66,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,Jim. C’mere. I need to talk to you. Joyce pulls Jim aside. What?,3,5,True,JOYCE,64,Keep
6,JOYCE,This is not gonna work. Lakeridge #305,3,5,True,JOYCE,38,Keep
6,JOYCE,"He’s not eccentric, he’s  certifiable.",3,5,True,JOYCE,38,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Oh, come on.",3,5,True,JOYCE,12,Keep
6,JOYCE,What? What?,3,5,True,JOYCE,11,Keep
6,JOYCE,"Not a lovers’ quarrel, pal.",3,5,True,JOYCE,27,Keep
6,JOYCE,What -- is your problem?,3,5,True,JOYCE,24,Keep
6,JOYCE,NO! We have had a very long day.  Lakeridge #305,3,5,True,JOYCE,48,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"We have been shot at, nearly blown  up, walked God knows how many miles  in a hundred degree heat, stole a  car, all while being chased by this  gigantic ... psychopath, all so we  could bring him to you. Because  somehow, you’re the closest person  who speaks Russian, which I can’t  believe, but that doesn’t matter  because, unfortunately, we’re here.  So if you don’t mind, put that  thing away, stop behaving like a  jackass, and ask him what he’s  doing that’s making my magnets FALL ",3,5,True,JOYCE,490,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,", HOPPER  2/8 1/8 1/8 1/8 1/8 1/8 2/8 1/8 2/8 1/8 2/8 1/8 7/8 2/8 6/8 7/8 2/8 5/8 1 6/8 1/8 1 2/8 1/8",3,5,True,ALEXEI,101,Keep
7,ALEXEI,"Sir, please. Lower your gun. Lakeridge #305",3,5,True,ALEXEI,43,Keep
7,ALEXEI,I don’t understand you!,3,5,True,ALEXEI,23,Keep
7,ALEXEI,Mechanic! Mechanic! No understand!,3,5,True,ALEXEI,34,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,Machina. Lakeridge #305,3,5,True,ALEXEI,23,Keep
7,ALEXEI,"Da, da, machina. (he points to Hopper’s  truck) Vroom. Vroom.",3,5,True,ALEXEI,61,Keep
7,ALEXEI,Hey! Hey! Stop. Stop!,3,5,True,ALEXEI,21,Keep
7,ALEXEI,You don’t understand! If you turn  on the car it will blow up --,3,5,True,ALEXEI,64,Keep
7,ALEXEI,"(in English, with  attitude) Stop. Joyce, Hopper and Alexei, having abandoned the truck, hike  through the thick forest. Alexei is handcuffed, hands in  front.",3,5,True,ALEXEI,159,Keep
7,ALEXEI,Da. Da! Lakeridge #305,3,5,True,ALEXEI,22,Keep
7,ALEXEI,"Alexei stops at the edge of a small hill, looking straight  ahead and smiling.",3,5,True,ALEXEI,78,Keep
7,ALEXEI,"Look! Come look! Hopper catches up, as does Joyce. Alexei is giddy and can  barely contain his joy. Like an oasis in the Sahara. The trio enter the store. Alexei glances around in awe. So  many choices! Hopper reaches in to a cooler and pulls out a can of JOLT  COLA. He cracks it open and wastes no time gulping it down.  quencher can to his parched lips - he’s still handcuffed.",3,5,True,ALEXEI,380,Keep
7,ALEXEI,"Get that out of my face, you bald  American pig.",3,5,True,ALEXEI,48,Keep
7,ALEXEI,Watch it!,3,5,True,ALEXEI,9,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,", LUCAS ",3,5,True,JONATHAN,8,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,(to himself God! Shut up! FIFTH RI --. It doesn’t finish. A silence falls through the  house. Then,3,5,True,JONATHAN,98,Keep
20,JONATHAN,Hello?,3,5,True,JONATHAN,6,Keep
20,JONATHAN,Do you realize what time it is?,3,5,True,JONATHAN,31,Keep
20,JONATHAN,"It’s six a.m., and, I had a late  night with Fagin and the gang, so --",3,5,True,JONATHAN,70,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,"Nancy, please tell me you’re  joking.",3,5,True,JONATHAN,37,Keep
20,JONATHAN,What?,3,5,True,JONATHAN,5,Keep
20,JONATHAN,He’s not even here.,3,5,True,JONATHAN,19,Keep
20,JONATHAN,Why wouldn’t he be safe? Nancy says nothing. Nancy? Why wouldn’t he be safe?,3,5,True,JONATHAN,76,Keep
20,JONATHAN,"Hopper is under the hood, leaning over the seized engine.",3,5,True,JONATHAN,57,Keep
20,JONATHAN,You waited all night to call?,3,5,True,JONATHAN,29,Keep
20,JONATHAN,"Well, I’m here now, aren’t I?",3,5,True,JONATHAN,29,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,"The group come out of the garage and all hop into the Wheeler  Wagon. Nancy driving, Jonathan in the passenger seat. Max,  leaves ... Seriously?",3,5,True,JONATHAN,144,Keep
20,JONATHAN,You think they’re guzzling this  shit?,3,5,True,JONATHAN,38,Keep
20,JONATHAN,He must have tied them. Two nights ago. Billy and HEATHER tying and gagging JANET and Tom HOLLOWAY -  who are still unconscious. Jonathan stands.,3,5,True,JONATHAN,145,Keep
20,JONATHAN,"They must have taken them  somewhere. Two nights ago. Janet and Tom are loaded into Billy’s car. Tom in the trunk,  Janet in the back seat.",3,5,True,JONATHAN,139,Keep
20,JONATHAN,,3,5,True,JONATHAN,0,Keep
20,JONATHAN,"Angry? Which I still don’t get. I was just  completely, utterly, mortifyingly  ... wrong. Nancy gives Jonathan a look. Clearly surprised with his  honesty.",3,5,True,JONATHAN,155,Keep
20,JONATHAN,Don’t let that go to your head.,3,5,True,JONATHAN,31,Keep
20,JONATHAN,Where is she? Lakeridge #305,3,5,True,JONATHAN,28,Keep
20,JONATHAN,Are you sure this is the right  room?,3,5,True,JONATHAN,37,Keep
20,JONATHAN,Whose blood is that?,3,5,True,JONATHAN,20,Keep
20,JONATHAN,They cut into a different wing of the hospital that’s under  construction. Bruce is not too far behind.,3,5,True,JONATHAN,103,Keep
20,JONATHAN,Hello?! Hello!?,3,5,True,JONATHAN,15,Keep
20,JONATHAN,"Nancy! Run! She pushes a cart into Bruce, giving her a chance to escape.  Bruce advances, leaving Jonathan behind.",3,5,True,JONATHAN,114,Keep
22,ROBIN,,3,5,True,ROBIN,0,Keep
22,ROBIN,7/8 3/8 2/8 3/8 1/8 1/8 1/8 2/8 1/8 1/8 2/8 2/8 1/8 2/8 1 3/8 1/8 3/8 2/8 3 1/8 2/8 2/8,3,5,True,ROBIN,87,Keep
22,ROBIN,3/8 4/8 2/8 1/8 1/8 2/8 1 3/8 2/8,3,5,True,ROBIN,33,Keep
22,ROBIN,"No shit, Harrington!",3,5,True,ROBIN,20,Keep
22,ROBIN,,3,5,True,ROBIN,0,Keep
22,ROBIN,We’ve clearly established that  those buttons don’t work. ,3,5,True,ROBIN,58,Keep
22,ROBIN,"Yeah, if we had a key card. A what?",3,5,True,ROBIN,35,Keep
22,ROBIN,"It’s an electronic lock. Same as  the loading dock door. If we don’t  have a keycard, it won’t operate.  Meaning --",3,5,True,ROBIN,115,Keep
22,ROBIN,,3,5,True,ROBIN,0,Keep
22,ROBIN,"Can you redirect your stream,  please? Steve shifts his feet. The pee stream moves off to the side, but continues its  relentless assault of the wall. Robin is clearly disgusted.",3,5,True,ROBIN,178,Keep
22,ROBIN,"Hey, hey! Be careful. We don’t even know what that is.",3,5,True,ROBIN,54,Keep
22,ROBIN,"Useful, how?",3,5,True,ROBIN,12,Keep
22,ROBIN,"I hate to break it to you, but this  is not water.",3,5,True,ROBIN,50,Keep
22,ROBIN,We’ve got company.,3,5,True,ROBIN,18,Keep
22,ROBIN,You still wanna drink that? Dustin glances over his shoulder.,3,5,True,ROBIN,61,Keep
22,ROBIN,"To be fair to our Russian comrades,  I don’t think this tunnel was  designed for walking. Think about  it, they developed the perfect  system for transporting that cargo.",3,5,True,ROBIN,170,Keep
22,ROBIN,And then they load it up onto those  trucks and nobody’s the wiser.,3,5,True,ROBIN,67,Keep
22,ROBIN,It’s what Victor Stone’s dad used  to make Cyborg’s bionic and  cybernetic components.,3,5,True,ROBIN,86,Keep
22,ROBIN,"Why so sensitive, Harrington?  Afraid of losing cool points to a  ten-year-old child?",3,5,True,ROBIN,85,Keep
22,ROBIN,Or power something.,3,5,True,ROBIN,19,Keep
22,ROBIN,,3,5,True,ROBIN,0,Keep
22,ROBIN,"But if they’re building something,  why here? I mean, Hawkins.  Seriously. Of all places. At the  very best, we’re a toilet stop on  your way to Disneyland -- Steve and Dustin stop and lock eyes. Robin and Erica continue  Lakeridge #305",3,5,True,ROBIN,236,Keep
22,ROBIN,-- but maybe that’s it. Maybe  it’s our very ...,3,5,True,ROBIN,48,Keep
22,ROBIN,"I’m sorry, is there something you’d  like to share with the class?",3,5,True,ROBIN,66,Keep
22,ROBIN,A trip to China sounds nice. If you  tread lightly. It’s the code.,3,5,True,ROBIN,66,Keep
22,ROBIN,Lakeridge #305,3,5,True,ROBIN,14,Keep
22,ROBIN,And if there’s one thing we know  about that signal --,3,5,True,ROBIN,54,Keep
22,ROBIN,"(glances up, then to  Dustin) Let’s go. The Wheeler Wagon pulls into the driveway. Nancy and Jonathan stand side-by-side at the door. Behind  them, El, Max, Lucas, Will and Mike. Nancy rings the  doorbell. Once. Twice. Nothing. Nancy and Jonathan look back  at Eleven. Say no more. Eleven concentrates on the door, and flicks her head up. CLANK! Just like that, the door opens. The door swings open. The group enters the house cautiously.",3,5,True,ROBIN,438,Keep
22,ROBIN,That was close. Too close.,3,5,True,ROBIN,26,Keep
22,ROBIN,"I’ll take those odds. Steve shakes his head and sighs. They peer out from their  hiding spot, gauging the distance to the Comms Room.",3,5,True,ROBIN,133,Keep
22,ROBIN,Tread lightly. The soldier stops. Now he’s really confused.,3,5,True,ROBIN,59,Keep
22,ROBIN,Tread lightly!,3,5,True,ROBIN,14,Keep
22,ROBIN,Silver cat. Silver cat.,3,5,True,ROBIN,23,Keep
22,ROBIN,"China? The soldier reaches for his gun. But ... YELLING LIKE IT HELPS, Steve charges at the soldier, but the  man easily shoves Steve aside. The soldier takes a swing, but ",3,5,True,ROBIN,172,Keep
22,ROBIN,"Guys. There’s something up there. Robin ducks through the door first, then ushers the others  in. They walk to a set of windows looking into the  Control/Observation Room. TWO SCIENTISTS are at the console, OTHERS are milling about  taking notes on CLIPBOARDS.",3,5,True,ROBIN,260,Keep
27,STEVE,,3,5,True,STEVE,0,Keep
27,STEVE,,3,5,True,STEVE,0,Keep
27,STEVE,2/8,3,5,True,STEVE,3,Keep
27,STEVE,We’re going down! We’re going down!,3,5,True,STEVE,35,Keep
27,STEVE,Come on! Press something!  Just press the button! Press it!,3,5,True,STEVE,59,Keep
27,STEVE,"My groin! It fell on my groin.  Dustin, get this off of me! Dustin goes to help Steve, he struggles with the heavy box. Is everyone okay?",3,5,True,STEVE,137,Keep
27,STEVE,Yeah I’m great now that I know  Russians can’t design elevators! Lakeridge #305,3,5,True,STEVE,79,Keep
27,STEVE,They’re buttons. They have to do  something.,3,5,True,STEVE,44,Keep
27,STEVE,,3,5,True,STEVE,0,Keep
