,Character,Dialog,Season,Episode,Fix Name,Character_Fix,Length Dialog,Character_Keep
2,LENGTH,3/8 6/8 2/8,3,5,Fix,LENGTH,11,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,,3,5,Fix,LENGTH,0,Remove
2,LENGTH,2/8 1 7/8 1 6/8 3/8 7/8 6/8 7/8 2/8 1/8 2/8 2/8 1/8 1/8 2/8,3,5,Fix,LENGTH,59,Remove
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"Looks like somebody’s home. As the truck parks, we REVEAL A CAR and A LYNX DELIVERY  TRUCK. The farm appears to be abandoned. It’s dark. Windows  are boarded up. The door opens, slowly. CREAKING. First, we see Hopper’s  FLASHLIGHT, then Hopper. He aims his flashlight and REVOLVER  and slowly walks in. Joyce is right behind - no gun, but a ",3,5,True,HOPPER,341,Keep
3,HOPPER,Where’s that coming from? Joyce pauses at the foot of a MURPHY BED. There’s a  VENTILATION COVER on the wooden base. Joyce bends down and  puts her ear to the floor.,3,5,True,HOPPER,165,Keep
3,HOPPER,"Hey, dipshits! The men drop their tools and stand. Hawkins PD. Hands in the air.",3,5,True,HOPPER,80,Keep
3,HOPPER,"Dr. Alexei steps forward, putting himself between Hopper’s  gun and the Mechanic. The flashlight beam lighting up  Alexei’s confused face. Don’t make me say it again!",3,5,True,HOPPER,166,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,English! You speak English? Alexei tries to calm the situation.,3,5,True,HOPPER,63,Keep
3,HOPPER,I can’t understand you!,3,5,True,HOPPER,23,Keep
3,HOPPER,"We didn’t do anything bad. We  didn’t do anything illegal,  we’re just a couple of  mechanics.",3,5,True,HOPPER,94,Keep
3,HOPPER,THUDDING FOOTSTEPS from above. Grigori.,3,5,True,HOPPER,39,Keep
3,HOPPER,Don’t move! The feel Hopper’s cold steel revolver pressed against the  back of Grigori’s skull is enough to make him obey - for now. Lakeridge #305,3,5,True,HOPPER,147,Keep
3,HOPPER,Grigori does not comply. He’s colder than the lifeless gun.,3,5,True,HOPPER,59,Keep
3,HOPPER,Nothing.,3,5,True,HOPPER,8,Keep
3,HOPPER,"You understand what I’m saying, big  guy? Drop the weapon.",3,5,True,HOPPER,58,Keep
3,HOPPER,"Good. So you do understand what I’m  saying, huh? And yeah, you don’t  put that thing away, I’m gonna blow  some daylight into that thick skull  of yours.",3,5,True,HOPPER,154,Keep
3,HOPPER,Why’s that?,3,5,True,HOPPER,11,Keep
3,HOPPER,Yeah? Wanna test that theory? I’m going  to count to three. One -- TWO -- ,3,5,True,HOPPER,74,Keep
3,HOPPER,"Come on, Smirnoff. You’re coming  with us.",3,5,True,HOPPER,42,Keep
3,HOPPER,Let’s go! Let’s go! - are right behind. Lakeridge #305,3,5,True,HOPPER,54,Keep
3,HOPPER,"Move it, Smirnoff! Move it! Grigori limps up the stairs.",3,5,True,HOPPER,56,Keep
3,HOPPER,"Joyce! Drive! Joyce, Hopper and Alexei run to Hopper’s truck. Hopper tosses  Joyce the keys. Joyce fumbles with the keys.",3,5,True,HOPPER,121,Keep
3,HOPPER,"Come on, Joyce! Quit screwing  around! At the top of the stairs, Grigori is using every bit of  strength he has to lift the Murphy bed. He’s using his back  as leverage. He’s straining. Hopper and Alexei are in the back. Joyce in the driver’s  seat. She’s trying to find the ignition key, nervously  looking at each key.",3,5,True,HOPPER,320,Keep
3,HOPPER,"Joyce, drive!",3,5,True,HOPPER,13,Keep
3,HOPPER,"Joyce, please, DRIVE! shelf to give way. He stands tall at the top of the secret  stairs. Lakeridge #305 out of the driveway. Grigori kicks open the front door. Pieces of the frame  splinter. As the truck drives away, Grigori opens fire -  marching forward. Bullets fly past. Joyce ducks. Bullets riddle the side of the truck. The engine starts to  smoke. The back window shatters. Grigori fires ceaselessly at the fleeing truck as he walks  down the porch stairs and across the lawn. One part Rambo,  one part Terminator. Joyce drives through the mail box and onto the road. Grigori is out of bullets.",3,5,True,HOPPER,602,Keep
3,HOPPER,"Still think it was our government? No response from Joyce. She’s in shock. Lakeridge #305 Grigori limps forward, hoisting his rifle onto his shoulder.  He stops and scowls as Hopper’s truck disappears into the  night.",3,5,True,HOPPER,217,Keep
3,HOPPER,"Son of a bitch! Nearby, Joyce is trying to communicate with Alexei - who is  handcuffed to a tree. She’s holding two rocks.",3,5,True,HOPPER,123,Keep
3,HOPPER,"Joyce! Please! You’re giving me a  headache, both of you!",3,5,True,HOPPER,57,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,What have you learned? You learned  that Smirnoff over there -- Alexei.,3,5,True,HOPPER,71,Keep
3,HOPPER,"Smirnoff is Russian and works for  Starcourt, two things we already  knew.",3,5,True,HOPPER,74,Keep
3,HOPPER,"Yeah? Why don’t you confirm whether  this baby’ll start, huh? Keep it in park, please. Lakeridge #305",3,5,True,HOPPER,101,Keep
3,HOPPER,Try it again. She does. But nothing. The engine sputters. Shit.,3,5,True,HOPPER,63,Keep
3,HOPPER,Hopper steps onto the bumper to get a closer look inside the  engine. Joyce continues trying to start the engine. She steps  on the gas. An ELECTRICAL SPARK catches Alexei’s attention.,3,5,True,HOPPER,184,Keep
3,HOPPER,"Shut up, Smirnoff!",3,5,True,HOPPER,18,Keep
3,HOPPER,"Awe, come on! Are you deaf! I said  shut your damn -- POOF! The engine catches fire. A plume of black smoke. Joyce  is still in the driver’s seat. Shit! Oh, Jesus.",3,5,True,HOPPER,163,Keep
3,HOPPER,Joyce jumps out of the truck just moments before the engine  explodes into a huge ball of flames. Alexei and Hopper stare  at the wreckage wide-eyed. Then Lakeridge #305,3,5,True,HOPPER,169,Keep
3,HOPPER,"He’s not really a friend. More like  an acquaintance. Alexei struggles with a buzzing fly around his head and is  lagging behind. Okay, well --",3,5,True,HOPPER,143,Keep
3,HOPPER,"Hey, hey, keep up.",3,5,True,HOPPER,18,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"Yeah, yeah. We’re gonna walk to  Illinois. You know, I figure we’ll  get there by, like, Friday evening.  I hope that works with your  schedule Jesus Christ, Joyce. We’re  not walking to Illinois, okay?",3,5,True,HOPPER,202,Keep
3,HOPPER,"I don’t know, okay -- I will figure  something out.",3,5,True,HOPPER,51,Keep
3,HOPPER,"You know what? I’m all ears, Joyce. (grabs Alexei and marches  forward) I’m all ears! Then, as Hopper lets go of Alexei and swats away bugs ... ALEXEI FADES AWAY INTO A BALL OF DUST. BLACKNESS overtakes  the forest. Hopper is ... ...alone, and still swatting away bugs. Except, Hopper  doesn’t know that he’s alone and in the BLACK VOID. To him,  nothing has changed. But ... ELEVEN, from a distance, is watching Hopper trudge away. Eleven is blindfolded. Blood drips from her LEFT NOSTRIL.",3,5,True,HOPPER,490,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"I get it, I get it. You’re upset  right? Cause I blew up the car?",3,5,True,HOPPER,65,Keep
3,HOPPER,"Well, I just want to remind you of  something, Joyce. I am not a  mechanic.",3,5,True,HOPPER,75,Keep
3,HOPPER,"Oh, right, yeah. You’re new  boyfriend. Lakeridge #305",3,5,True,HOPPER,54,Keep
3,HOPPER,"Yeah, he reminds me a bit of a  Russian Scott Clarke.",3,5,True,HOPPER,53,Keep
3,HOPPER,"Maybe you should go on a date. I  don’t know, I’m thinking, like  Enzo’s? Suddenly, Alexei runs past. Hopper doesn’t notice, but Joyce  does.",3,5,True,HOPPER,141,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"Sonofabitch! Hopper gives chase. Joyce does as well, except with a lot  less gusto.",3,5,True,HOPPER,83,Keep
3,HOPPER,"Hey, Smirnoff! Get back here.",3,5,True,HOPPER,29,Keep
3,HOPPER,Hey! C’mere.,3,5,True,HOPPER,12,Keep
3,HOPPER,I’m a cop. Ricky doesn’t believe him. I’m undercover.,3,5,True,HOPPER,53,Keep
3,HOPPER,"While Ricky continues to tally the bill, Hopper looks outside  gas. Joyce is at a PAYPHONE.",3,5,True,HOPPER,91,Keep
3,HOPPER,"Just keep your mouth shut, all  right? Hopper loads Alexei into the convertible while the car’s  owner pumps gas.",3,5,True,HOPPER,113,Keep
3,HOPPER,"All right, hop in. Come on, get in. Hey! Hey! Hey!",3,5,True,HOPPER,50,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"You hey! (the man stops before  Hopper) You hey! This is a police  emergency, all right? I need to commandeer your vehicle.",3,5,True,HOPPER,123,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,Toooooodddddd. Todd.,3,5,True,HOPPER,20,Keep
3,HOPPER,"Todd. Listen to me. That man in  there --  I know he doesn’t look it, but he  is one of the most dangerous men in  the world. Alexei, sipping his Slurpee, is pure bliss right now. He’s murdered many children.",3,5,True,HOPPER,208,Keep
3,HOPPER,What?,3,5,True,HOPPER,5,Keep
3,HOPPER,"(gently shoves Todd away,  with the empty meat  wrapper) Yeah, he’s a true psychopath. I  tracked him over two state lines.",3,5,True,HOPPER,123,Keep
3,HOPPER,Joyce is awkwardly playing along.,3,5,True,HOPPER,33,Keep
3,HOPPER,He’s agreed to -- lend us his  vehicle to transport our dangerous  criminal.,3,5,True,HOPPER,76,Keep
3,HOPPER,"Yeah. Uh, child murderer.",3,5,True,HOPPER,25,Keep
3,HOPPER,We should really get going.,3,5,True,HOPPER,27,Keep
3,HOPPER,Just call the station.,3,5,True,HOPPER,22,Keep
3,HOPPER,"Oooh, I like the sound of that,  Todd!",3,5,True,HOPPER,38,Keep
3,HOPPER,You’re doing the right thing.,3,5,True,HOPPER,29,Keep
3,HOPPER,"Come on, let’s go.",3,5,True,HOPPER,18,Keep
3,HOPPER,"Yeah, uh, he was.",3,5,True,HOPPER,17,Keep
3,HOPPER,"Jim Hopper, Joyce Byers, Smirnov.",3,5,True,HOPPER,33,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,I don’t know.,3,5,True,HOPPER,13,Keep
3,HOPPER,"Yeah, I know, I told you, -- OPEN ",3,5,True,HOPPER,34,Keep
3,HOPPER,"It’s all right, don’t worry. He’s a  little bit eccentric, but ...  completely harmless. MURRAY opens the door and COCKS HIS DOUBLE-BARREL SHOTGUN.",3,5,True,HOPPER,147,Keep
3,HOPPER,"How long is this going to take,  because I --",3,5,True,HOPPER,45,Keep
3,HOPPER,No. No? No.,3,5,True,HOPPER,11,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,What do you mean?,3,5,True,HOPPER,17,Keep
3,HOPPER,"Glass houses, Joyce. What?",3,5,True,HOPPER,26,Keep
3,HOPPER,"You know, pot calling the kettle  black.",3,5,True,HOPPER,40,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
3,HOPPER,"No, no, no, no.",3,5,True,HOPPER,15,Keep
3,HOPPER,,3,5,True,HOPPER,0,Keep
4,TODD,,3,5,Fix,TODD,0,Remove
4,TODD,,3,5,Fix,TODD,0,Remove
4,TODD,Todd? Yeah. Hopper disengages the gas pump and replaces the hose.,3,5,Fix,TODD,65,Remove
4,TODD,,3,5,Fix,TODD,0,Remove
4,TODD,,3,5,Fix,TODD,0,Remove
4,TODD,How do I get my car back?,3,5,Fix,TODD,25,Remove
4,TODD,What station? HEAVY METAL MUSIC blares.,3,5,Fix,TODD,39,Remove
4,TODD,,3,5,Fix,TODD,0,Remove
4,TODD,"Dude! Lakeridge #305 Dustin, Robin, Steve and Erica are making the trek down the  long, very long hallway.",3,5,Fix,TODD,106,Remove
4,TODD,"So this guy comes up to me -- I’m  just pumping gas over here, and he - - A car pulls in for gas, edging closer to Todd.",3,5,Fix,TODD,120,Remove
4,TODD,"Hey, whoa! Don’t cross me right  now! Grigori puts two packs of SNACK CAKES on the counter. Ricky  rings it in.",3,5,Fix,TODD,111,Remove
5,HOPPER  JOYCE  MAN  TODD,,3,5,Fix,HOPPER  JOYCE  MAN  TODD,0,Remove
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Did you hear that? Hopper says nothing. He and Joyce walk toward the sound.  Hopper’s flashlight and revolver are leading the way - hand  over hand. An OVERHEAD LIGHT FLICKERS and PULSES as Hopper and Joyce  enter the room. Hopper shines his light toward the front  door. Nothing there. Hopper and Joyce continue walking toward the LOW REQUENCY HUM  and pass under another OVERHEAD LIGHT. It, too, PULSES in  synchronicity with the HUM. Hopper walks to the other side of  the room.",3,5,True,JOYCE,481,Keep
6,JOYCE,"It’s below us. Hopper lowers his flashlight and revolver and glances over to  Joyce. She notices A SOFT ORANGE LIGHT coming through slits  of the ventilation plate. The light BRIGHTENS with the hum  before dying out. The hum stops. It’s dark. Hopper and Joyce lift the Murphy bed, REVEALING A SECRET  STAIRCASE to the basement. Hopper pulls his revolver. Lakeridge #305 GRIGORI, on his MOTORCYCLE, SPEEDS PAST. Grigori drives past the mailbox and toward the house; making  no effort to be discreet. The basement is nothing like you’ve ever seen before. It’s  more like a high-tech staging area, but for what? As Hopper  and Joyce get to the bottom of the stairs, a CLANG draws them  in a different direction.",3,5,True,JOYCE,708,Keep
6,JOYCE,"Hopper! Joyce and Hopper look toward the thudding. GRIGORI walks across the room and to the stairs. He’s ARMED  WITH AN ASSAULT RIFLE. His heavy frame making the floor  boards creak. GRIGORI enters the bedroom and notices the secret staircase  uncovered. Grigori slowly comes down the stairs, alert and ready. MUFFLED VOICES draw Grigori over to where Alexei and the  Mechanic were moments ago. Grigori notices some movement on  the other side of the machine. The Mechanic is tied and  gagged. He’s trying to warn Grigori about --",3,5,True,JOYCE,530,Keep
6,JOYCE,"(holding Hopper’s  revolver) Hopper! Joyce throws Hopper’s gun to him, but it goes past - way past  - Hopper and slides to a stop beside Grigori! Hopper and  Joyce take off running, dodging bullets from Hopper’s own  gun.",3,5,True,JOYCE,221,Keep
6,JOYCE,Are you kidding me?,3,5,True,JOYCE,19,Keep
6,JOYCE,I’m trying!,3,5,True,JOYCE,11,Keep
6,JOYCE,"Okay, a magnet? Magnets? Do you  know magnet? Magnet? Mag-neet.",3,5,True,JOYCE,63,Keep
6,JOYCE,"Yes, magneet! Okay, so, magneet -- my fridge, my  ice-box, and then they -- Joyce drops the “magnets.”",3,5,True,JOYCE,102,Keep
6,JOYCE,"-- they fell. They demagnetized,  stopped working. Do you understand? Da.",3,5,True,JOYCE,73,Keep
6,JOYCE,"Okay, so is that because of the  machines that you’re working on?",3,5,True,JOYCE,65,Keep
6,JOYCE,"Machnina, machina, yes. (imitates a running  machine)",3,5,True,JOYCE,53,Keep
6,JOYCE,"Oh, not -- not the car. The  machines at Hess Farm where --  where we kidnapped you --",3,5,True,JOYCE,86,Keep
6,JOYCE,Hey! I am making progress. Progress? Yeah.,3,5,True,JOYCE,42,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Thought we knew, but now we know- know, because I’ve confirmed them.  You’re welcome.",3,5,True,JOYCE,85,Keep
6,JOYCE,"Yeah, duh! Do something useful. You do  something useful. Joyce tries to start the truck. It doesn’t turn over. It’s not working.",3,5,True,JOYCE,129,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,I thought this friend of yours  lived in Illinois.,3,5,True,JOYCE,50,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Okay, so this acquaintance lives in  Illinois? Correct? Alexei is now out front. Yeah.",3,5,True,JOYCE,86,Keep
6,JOYCE,So we’re walking to Illinois?,3,5,True,JOYCE,29,Keep
6,JOYCE,Then what are we doing? Lakeridge #305,3,5,True,JOYCE,38,Keep
6,JOYCE,Isn’t there someone in Indiana who  speaks Russian --,3,5,True,JOYCE,53,Keep
6,JOYCE,"Oh, my God, can you not walk so  close? What?",3,5,True,JOYCE,45,Keep
6,JOYCE,"Can you not walk so close to me,  you stink.",3,5,True,JOYCE,44,Keep
6,JOYCE,"Yeah, with me in it.",3,5,True,JOYCE,20,Keep
6,JOYCE,"Yeah, clearly. That’s why you  should have listened to Alexei.",3,5,True,JOYCE,62,Keep
6,JOYCE,"Yes, every man I talk to from now  on has to be my boyfriend. They stop walking to argue more -- Alexei keeps going.",3,5,True,JOYCE,116,Keep
6,JOYCE,"Oh, here we go. Hopper bends down, eye level with Joyce. Perfect example of  how NOT to talk to someone.",3,5,True,JOYCE,104,Keep
6,JOYCE,Whoa. What?,3,5,True,JOYCE,11,Keep
6,JOYCE,He’s running. Hopper glances over his shoulder to see Alexei awkwardly  running the opposite direction - still handcuffed.,3,5,True,JOYCE,122,Keep
6,JOYCE,"Oh, hey, Karen, it’s Joyce. I’m  just checking on Will. At the  movies? Hopper forces Alexei out the door of the shop. Alexei is  carrying -- with both hands -- a massive CHERRY SLURPEE.  Lakeridge #305",3,5,True,JOYCE,202,Keep
6,JOYCE,"As long as there’s a -- (she sees what’s happening  with Hopper) What is your name, sir?",3,5,True,JOYCE,88,Keep
6,JOYCE,"Hey, what’s going on? Ah - Detective Byers. This is Todd.",3,5,True,JOYCE,57,Keep
6,JOYCE,"Oh yes, he’s -- very dangerous --  forger-er-er. Lakeridge #305",3,5,True,JOYCE,63,Keep
6,JOYCE,Child murderer? Hopper gets in.,3,5,True,JOYCE,31,Keep
6,JOYCE,(off the look of Murray’s  ‘house’) I thought you said this guy was a  journalist.,3,5,True,JOYCE,82,Keep
6,JOYCE,Was? Hopper pushes the button on the intercom. Look at the camera.,3,5,True,JOYCE,66,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,Jim. C’mere. I need to talk to you. Joyce pulls Jim aside. What?,3,5,True,JOYCE,64,Keep
6,JOYCE,This is not gonna work. Lakeridge #305,3,5,True,JOYCE,38,Keep
6,JOYCE,"He’s not eccentric, he’s  certifiable.",3,5,True,JOYCE,38,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"Oh, come on.",3,5,True,JOYCE,12,Keep
6,JOYCE,What? What?,3,5,True,JOYCE,11,Keep
6,JOYCE,"Not a lovers’ quarrel, pal.",3,5,True,JOYCE,27,Keep
6,JOYCE,What -- is your problem?,3,5,True,JOYCE,24,Keep
6,JOYCE,NO! We have had a very long day.  Lakeridge #305,3,5,True,JOYCE,48,Keep
6,JOYCE,,3,5,True,JOYCE,0,Keep
6,JOYCE,"We have been shot at, nearly blown  up, walked God knows how many miles  in a hundred degree heat, stole a  car, all while being chased by this  gigantic ... psychopath, all so we  could bring him to you. Because  somehow, you’re the closest person  who speaks Russian, which I can’t  believe, but that doesn’t matter  because, unfortunately, we’re here.  So if you don’t mind, put that  thing away, stop behaving like a  jackass, and ask him what he’s  doing that’s making my magnets FALL ",3,5,True,JOYCE,490,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,", HOPPER  2/8 1/8 1/8 1/8 1/8 1/8 2/8 1/8 2/8 1/8 2/8 1/8 7/8 2/8 6/8 7/8 2/8 5/8 1 6/8 1/8 1 2/8 1/8",3,5,True,ALEXEI,101,Keep
7,ALEXEI,"Sir, please. Lower your gun. Lakeridge #305",3,5,True,ALEXEI,43,Keep
7,ALEXEI,I don’t understand you!,3,5,True,ALEXEI,23,Keep
7,ALEXEI,Mechanic! Mechanic! No understand!,3,5,True,ALEXEI,34,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,,3,5,True,ALEXEI,0,Keep
7,ALEXEI,Machina. Lakeridge #305,3,5,True,ALEXEI,23,Keep
7,ALEXEI,"Da, da, machina. (he points to Hopper’s  truck) Vroom. Vroom.",3,5,True,ALEXEI,61,Keep
7,ALEXEI,Hey! Hey! Stop. Stop!,3,5,True,ALEXEI,21,Keep
7,ALEXEI,You don’t understand! If you turn  on the car it will blow up --,3,5,True,ALEXEI,64,Keep
7,ALEXEI,"(in English, with  attitude) Stop. Joyce, Hopper and Alexei, having abandoned the truck, hike  through the thick forest. Alexei is handcuffed, hands in  front.",3,5,True,ALEXEI,159,Keep
7,ALEXEI,Da. Da! Lakeridge #305,3,5,True,ALEXEI,22,Keep
7,ALEXEI,"Alexei stops at the edge of a small hill, looking straight  ahead and smiling.",3,5,True,ALEXEI,78,Keep
7,ALEXEI,"Look! Come look! Hopper catches up, as does Joyce. Alexei is giddy and can  barely contain his joy. Like an oasis in the Sahara. The trio enter the store. Alexei glances around in awe. So  many choices! Hopper reaches in to a cooler and pulls out a can of JOLT  COLA. He cracks it open and wastes no time gulping it down.  quencher can to his parched lips - he’s still handcuffed.",3,5,True,ALEXEI,380,Keep
7,ALEXEI,"Get that out of my face, you bald  American pig.",3,5,True,ALEXEI,48,Keep
7,ALEXEI,Watch it!,3,5,True,ALEXEI,9,Keep
8,ALEXEI  HOPPER,,3,5,Fix,ALEXEI  HOPPER,0,Remove
8,ALEXEI  HOPPER,,3,5,Fix,ALEXEI  HOPPER,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
9,HOPPER  JOYCE,,3,5,Fix,HOPPER  JOYCE,0,Remove
10,ALEXEI  HOPPER  JOYCE,3/8 1/8 3/8 3/8 2/8 2/8 1/8 1/8 2/8 7/8 4/8 6/8 7/8 2/8 2/8 2 6/8,3,5,Fix,ALEXEI  HOPPER  JOYCE,65,Remove
11,JONATHAN  NANCY,1 2/8,3,5,Fix,JONATHAN  NANCY,5,Remove
11,JONATHAN  NANCY,,3,5,Fix,JONATHAN  NANCY,0,Remove
11,JONATHAN  NANCY,,3,5,Fix,JONATHAN  NANCY,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
12,LAKERIDGE 305  SCENE REPORT,,3,5,Fix,LAKERIDGE 305  SCENE REPORT,0,Remove
13,ALEXEI  HOPPER  JOYCE  MURRAY,,3,5,Fix,ALEXEI  HOPPER  JOYCE  MURRAY,0,Remove
13,ALEXEI  HOPPER  JOYCE  MURRAY,,3,5,Fix,ALEXEI  HOPPER  JOYCE  MURRAY,0,Remove
14,HOPPER  JOYCE  MURRAY,,3,5,Fix,HOPPER  JOYCE  MURRAY,0,Remove
14,HOPPER  JOYCE  MURRAY,,3,5,Fix,HOPPER  JOYCE  MURRAY,0,Remove
15,MIKE  WILL,,3,5,Fix,MIKE  WILL,0,Remove
16,HOPPER  JOYCE  TODD,1/8 3/8 1/8 1/8 1/8 2/8 2/8 1/8 2/8 1/8 2/8 1/8 3/8 1/8 1/8 3/8 5/8 7/8 1/8 1/8 3/8 1/8 6/8 2/8,3,5,Fix,HOPPER  JOYCE  TODD,95,Remove
17,GRIGORI  RICKY,,3,5,Fix,GRIGORI  RICKY,0,Remove
18,HOPPER  RICKY,,3,5,Fix,HOPPER  RICKY,0,Remove
19,RICKY,,3,5,Fix,RICKY,0,Remove
